i1 i2 dist
828 1079 80.3966040
1146 555 35.0662277
589 -960 71.7141312
-1399 -1313 98.4028044
650 -220 88.6160565
2139 -1431 25.2144264
1414 1959 37.0479589
2061 966 37.0880303
-338 -322 47.1417928
-1023 -559 54.2751054
-126 -1287 86.5147710
-463 1718 4.7569259
817 -502 93.3413515
409 559 34.0954009
-1166 31 84.2748395
2094 -998 46.9619085
-1156 166 3.4459197
110 -835 91.1167464
1299 91 97.0183407
825 1415 38.5934517
1969 -1072 40.2048588
-404 -1378 83.5847141
2235 -273 10.1247028
2377 -1485 2.7683639
-285 1084 33.3243118
1900 1240 24.9381544
302 2488 81.5387791
437 962 35.9746957
-1106 2005 39.0387294
-733 157 2.7085461
960 629 81.1664600
2059 2292 41.0770403
1729 -850 15.7858130
749 2166 51.3258838
-889 -819 9.3278029
-177 91 67.7131780
-310 466 79.6205568
-485 965 31.9168525
1046 256 16.3387661
1617 -620 58.1315204
899 1208 9.3288810
-214 -792 24.7619022
-1372 -1407 27.7427481
2250 1121 32.5665983
2473 957 94.7654461
-882 -1295 21.8728074
1914 1466 79.0512649
157 604 2.5131672
-328 2083 18.3137961
-421 1264 79.3659662
428 -430 20.4589043
2041 139 45.5197767
-1148 -552 49.1195000
-642 186 71.5730511
-1341 2385 52.6186734
1649 -828 81.4068101
2376 -632 73.3858994
992 832 88.2907439
2370 683 15.1812067
1033 1453 23.2369086
704 -780 4.5468372
2072 -725 57.9510643
442 -1454 68.3014795
-1406 -790 11.5030805
1891 163 17.3084960
-1322 2019 13.5493230
-169 1982 36.3180132
-316 1057 44.1205132
767 -397 54.8643973
2259 1359 98.3934576
1959 458 33.1163813
-1272 186 3.6197901
-1067 47 9.9481852
-737 860 37.6316355
-353 2409 34.3215644
1669 78 63.4112203
387 2167 38.8307646
1508 -120 59.4321105
-1175 1634 58.0080242
2303 1818 82.9162944
-546 -1395 24.1643250
828 -670 57.5045873
-217 -754 39.7147277
627 1660 60.1052810
-1499 1632 28.4189924
-1381 752 1.1887857
296 163 1.4831464
2381 2068 45.0585648
1982 1907 89.2041527
573 -982 87.0059709
-359 1297 87.6311268
1626 876 20.9678220
727 1884 30.8186919
-1462 1468 74.4061081
1527 717 39.9404543
1457 1033 17.3662876
1460 -1498 53.7465530
458 -634 89.9626210
-948 1917 44.9809589
491 -1322 81.0715229
-1325 -619 22.2614277
-767 2323 96.3333236
-1041 83 2.2810201
2101 1209 52.0613161
1585 -816 8.0160631
946 -14 73.2656275
50 -746 76.6216509
2479 -597 31.5423998
83 388 85.3410060
-190 -726 50.8366859
-593 956 29.1158356
-1270 7 60.5724885
-682 -1193 18.6941991
-1337 -1033 37.5684647
-386 638 92.6178204
2161 2217 48.1172262
289 2074 55.2352864
1110 -627 49.5892692
404 2192 60.4746893
33 -1272 58.6449853
777 1546 35.2124663
978 986 35.2320455
12 1487 16.2249202
232 1002 96.8444016
1694 1478 86.1150053
1216 -1287 67.5827039
1652 153 88.8704001
924 -718 31.6830005
-1353 2292 53.4093713
525 46 13.3731127
1962 2403 17.9019950
1670 931 98.5960714
2490 1586 82.0165856
-1461 2485 90.8124285
-382 2319 60.0472012
840 1574 56.7399198
957 625 54.7302760
-13 133 85.0312212
-1399 -52 99.5835880
-548 -1108 36.2559254
-834 1997 56.7930933
1906 894 8.7849950
998 -642 88.5375994
1998 1394 92.5791325
949 1302 91.0421653
-947 221 52.9184788
339 -895 34.3511051
508 -188 75.9180119
1861 2398 18.7764268
-1477 2397 74.3494426
1043 1368 86.9749819
-1363 -830 37.3642709
2001 1213 20.6249508
1415 1796 88.7325546
-47 -393 14.0607649
708 -442 7.4562963
1660 722 1.9386264
201 -998 45.3204998
-517 -521 79.8886332
1231 312 2.4796789
126 702 5.1711419
-1000 793 28.6663784
765 -894 42.4317383
988 -839 76.5796843
-1315 1133 94.2808465
-108 723 94.6288712
-596 690 50.0741190
-865 1239 57.7392065
-287 639 52.4839375
2000 339 73.2786668
1730 -1210 66.4683214
-114 726 85.1164935
2018 1195 95.9303064
1794 -1343 57.0049176
1974 -928 90.3529572
910 2206 22.2962231
1873 2012 78.1033568
-400 -526 9.6790210
1063 -268 40.7998066
-540 -903 28.2405538
-1481 341 69.2240598
2422 -97 0.0846613
-1405 459 63.3142366
935 2003 75.1586336
-1055 1139 6.2441774
679 402 38.7664129
-943 -3 15.0340545
-395 1068 74.5780805
-108 1577 14.7888299
1335 836 95.0617836
-942 -1300 86.7162824
983 2147 20.8769120
158 -178 51.5839769
1832 2492 26.9719999
7 2376 48.7214456
404 894 65.7451470
826 2245 10.8639776
555 -66 50.0713515
-1184 -1150 43.4682199
559 -553 71.2337236
1946 -1122 33.3724249
2209 1131 37.8667288
2267 1477 20.4336113
-826 1975 72.9437046
-225 -864 90.7234421
310 -489 46.4517121
1647 569 44.8888013
2164 842 72.2520514
-397 969 70.3645408
-456 -245 42.7049976
29 -401 59.4949183
1336 -235 60.7050829
202 1294 93.9581170
-529 -92 37.1394719
1710 975 22.5435798
1503 1498 51.0555247
824 -161 16.3412452
257 2339 90.3379233
-1315 352 58.6619061
2148 1609 17.3762684
-786 2341 70.3941719
1696 -878 36.4446728
392 748 91.6553094
1927 606 20.3212312
-231 535 82.5360024
437 1109 61.0475159
-1461 854 79.8518570
1067 758 69.9168185
1020 2033 28.2855991
1503 1890 13.7530135
592 1371 85.0877240
2406 349 54.2359321
-1403 1769 15.1028004
157 897 93.5025205
1982 23 61.0117492
1349 2046 61.8720205
278 489 52.3730411
2400 2428 64.9696268
-319 512 59.6411159
727 1467 54.1758320
136 -159 20.6546810
52 556 20.3434676
1228 -1123 70.6492516
2224 2285 60.9625619
2237 164 25.9454001
-1311 -784 53.5446258
2056 2183 58.3289682
43 -479 54.5273940
1120 -1366 53.4664817
773 446 82.6296551
1576 1120 96.5621273
-193 1350 60.1309541
2088 1048 86.0899585
-925 -1447 25.6007410
504 1148 57.9550133
-1080 1143 15.2739478
-1428 -268 64.9386792
-551 -387 20.6701882
991 -710 24.7627753
1095 562 35.0435625
818 2239 49.5673410
-655 -7 55.2243440
-1392 -641 62.2773427
2460 -139 73.3344217
1039 -740 70.8787906
1820 2164 87.0530597
114 -752 3.4762561
-561 710 97.2679626
2185 -1444 42.7160936
1870 1522 36.2830071
2022 946 19.2983170
2328 1690 4.9430881
-234 2274 78.9880676
750 -341 48.3569387
-1250 -1158 42.7596526
1188 2400 17.3082196
-657 394 16.6257281
802 43 82.0602198
1251 2029 6.4424049
1936 738 71.6741887
649 34 60.4572675
-1479 -298 5.2747957
-597 1616 59.8499701
-361 1453 82.1004004
931 -43 77.2838292
-183 628 55.5756745
-1105 973 4.3419807
-1328 1245 38.6854002
2262 -407 99.5818970
-429 406 85.1958373
356 2456 60.8282139
-957 1405 75.9580311
1135 -244 59.0248611
1748 1476 70.7355250
1494 1590 79.4463477
-381 -220 93.3930320
-789 -344 50.5784288
1448 1122 64.1337920
634 -553 91.0493399
-506 2332 7.4594520
-80 644 98.1394327
689 1565 56.1771394
-370 -280 42.8823789
239 1589 57.2239247
839 2289 86.0767096
-960 1764 27.2475941
578 -251 67.9990635
2289 1600 55.6321566
-740 1820 50.0660802
2358 -969 66.9429461
-1184 -970 30.0124760
-1420 -1044 89.9724802
1121 1054 73.9038912
72 1900 47.2342193
-1185 2320 17.3781376
1120 1730 74.1843882
-835 701 71.9893468
364 -1159 48.5519260
-197 2369 60.1979883
732 1770 45.6623803
2297 1831 72.5864337
1626 1499 38.7973979
1453 -14 42.7224720
1931 1259 90.4433263
1693 2362 35.6860061
2468 355 80.9940755
-879 1901 66.4289573
-1122 -282 44.9635325
639 -767 0.0010854
24 371 66.6774881
-1174 650 44.8456698
-390 -335 74.3054908
524 2231 42.6388290
-1457 2271 9.1168548
-870 -346 58.1799861
2003 1747 16.9291697
418 -371 7.1281257
1221 300 10.5405401
2348 937 21.7583007
-556 2223 17.4930190
468 120 72.9706390
1696 1159 28.8058473
579 999 85.3840765
445 891 32.1411751
-943 742 38.2506259
1348 -885 6.1805976
1615 855 52.1661362
1836 -863 36.1502534
1877 1187 70.2699965
474 -1340 49.0194935
408 130 23.1453062
391 -1463 49.4346838
1973 -67 88.6050676
1787 2080 69.8147035
-767 -632 41.9002060
1302 -62 73.8508701
1902 856 40.8857755
-240 -702 83.4973695
-643 -1071 86.8751282
847 -1346 0.6217304
1170 398 38.7563727
1435 315 8.8633222
1647 -655 23.2091377
1310 815 54.6615870
810 1149 59.7729282
875 -306 39.7714102
1908 1339 53.2233870
689 -79 73.6198912
546 -275 84.9669202
2364 -1423 58.8143091
-1424 774 74.6513389
2073 -1012 23.9810689
-1137 -648 39.8161626
-670 1042 21.0340508
1742 1340 77.3727577
-699 1605 73.4553610
-226 1067 53.7052986
1930 -243 60.9716548
-545 1945 60.7476299
1444 1168 23.1410645
-632 -25 6.3458264
78 -794 84.1300863
2381 15 52.6780955
332 2437 94.2894929
-563 682 0.5067719
-237 2165 32.1209291
-1090 2267 91.5184309
236 -485 34.6537142
92 460 89.2730406
1404 2099 15.7079292
818 1015 77.2181551
-326 2329 51.0568175
-589 215 58.3716774
-1154 1695 97.2043813
1991 -712 4.9120189
1167 387 71.8046619
-1288 1459 1.4549496
901 -422 62.0161379
-1183 1270 83.8539436
1402 2373 56.0201445
-94 -504 35.1923221
-96 -1100 17.0690085
2106 648 77.8232190
-897 1834 9.5488948
-723 840 15.1002670
-940 -794 81.0571728
635 -805 69.2616577
-838 1655 91.1333975
-737 -300 50.8410602
-1165 1617 50.0587486
1714 224 58.5777539
211 2145 99.1681072
-862 2195 65.8079836
-810 2129 75.8407337
-1268 2270 44.4825786
2244 1332 4.7258042
1796 -811 75.6214021
190 320 53.4223201
1393 1295 86.1472383
242 1129 7.9839797
2090 1363 89.6091772
637 1967 7.6952577
-1124 -1202 71.2699263
2028 -1225 93.4344824
760 1900 92.3660728
-943 711 28.8912099
1618 -909 37.2038521
-1138 -512 58.3711998
-308 716 68.9353547
-81 357 35.3990662
-747 -616 81.1340089
2308 1969 58.5479505
2148 -1458 27.1951359
-205 358 74.6227286
2342 -645 19.9093954
-128 283 50.4666665
223 1607 88.6759416
1317 57 41.8097866
-92 952 67.5667926
-132 -1344 91.3693133
-611 -388 53.2203909
973 2010 19.1454194
1256 -924 99.2715185
-622 121 81.9112604
1930 -1119 27.4664668
709 -491 63.9580543
807 22 50.9490279
2105 1246 75.5958894
1487 427 48.1434853
2062 1644 86.8263456
2110 794 92.0036825
1912 2079 70.3513260
240 813 76.9813486
862 565 48.4384277
2077 -1192 36.5251827
1985 1815 99.2233175
767 637 56.7557566
-566 1966 84.7440083
-1315 1445 82.4150809
485 1671 78.9709754
-469 -1092 43.3771292
-1417 979 12.0006592
909 -1196 56.9357924
681 1178 42.0719809
2048 2310 14.4964660
378 153 76.1383842
-1121 281 4.8644736
1812 2107 85.6969373
-51 -1284 69.3311480
1565 -81 23.1544518
1222 1417 15.9132334
-208 -1033 58.7140123
-113 -128 47.2805339
353 2368 92.6386253
2015 -482 73.9798924
543 -1020 28.6339248
-303 1176 65.1856651
148 -162 79.0689604
215 1553 67.4690945
1520 -1456 6.5053705
-1417 1906 44.3863358
2124 -1004 66.6750830
85 328 85.8750404
2092 -842 53.0383639
-1148 -981 4.8681881
44 -1280 68.0591800
302 -934 66.5790360
1509 863 46.1114800
-895 -10 94.0731464
-87 1710 58.1033643
703 1968 75.7120637
977 -1346 40.5651201
-614 380 77.1793180
2155 155 88.3643032
1818 -249 30.4219900
-603 -912 77.4546905
-657 801 29.0088224
-105 -948 14.2108451
2033 -1123 47.4268109
-307 -476 45.0501859
-119 2439 18.1487445
2431 1822 66.0651755
599 -632 54.2823793
371 1401 46.3611223
2474 -1436 78.3927245
1539 497 0.4165554
959 -1374 62.9906791
2243 2327 0.6039934
-1024 799 52.0341239
1161 -587 4.6809745
127 1675 8.5867291
279 2206 22.6091490
2096 -931 12.2138128
2238 1471 21.1079326
-83 661 89.5249713
-554 317 24.5081527
1863 -363 58.9539174
745 431 92.3409145
1640 -1178 45.4188678
-404 1160 63.3661495
-1108 83 16.0854569
2384 2331 39.1700695
190 1928 9.8933492
-788 285 41.2776406
733 -361 44.2984064
1500 1059 84.3368773
2417 1819 74.4071018
-1176 -982 83.6983591
-746 598 93.4369841
-473 2128 87.3938034
-322 -392 47.7266610
-64 1510 30.9095512
1296 508 20.4684001
1429 -329 53.4676466
-803 -388 52.4354617
1224 -1272 86.1012283
252 1909 79.6010060
2284 2418 76.2925859
-79 -731 73.9065134
-1380 1558 9.2078160
435 470 6.9816120
2325 2065 32.8995645
2050 -1166 55.3220397
2198 -311 71.3641111
704 -677 75.1859248
-1062 -1267 26.5022608
804 2340 34.2920721
393 1203 24.3745444
393 484 2.6840076
-480 2052 93.8269471
-201 -1468 19.6530957
398 -596 49.8763220
-2 625 77.2848597
1515 -473 45.7741332
461 854 67.2299445
2229 -615 75.9130848
-1314 562 2.3801505
1175 320 11.3602104
532 -907 75.3200572
-402 -613 80.0652812
-1259 1003 19.8648591
2334 -1340 22.5482050
802 1434 92.0738109
-209 103 98.2046170
2232 1095 10.8555144
1635 -1451 65.8815724
-810 -515 64.6470739
1309 -483 35.9595429
-1189 2132 42.5774974
319 1178 85.4762790
-1262 1191 16.2040916
2459 1943 3.5753245
1179 -351 50.2763945
293 -1188 87.5154395
-1264 2485 59.7477084
2122 197 44.6623680
1678 -923 66.0683559
1556 723 40.4064044
-92 2316 38.5556750
-1428 554 50.3580712
-337 -242 87.9852327
1284 -203 39.0480253
-966 -1114 45.0305223
-854 102 53.4393078
-1013 2164 59.8020406
1101 2480 37.8461421
-1482 -343 78.0521631
667 2285 63.7522992
-817 34 86.0906692
1809 2181 78.9995263
208 425 83.8523993
-797 -1100 17.9260831
-148 1998 81.6872081
-284 -1422 78.1495347
1590 2188 8.4872966
-966 1192 52.2801524
2090 1145 27.7249239
804 -598 61.8303003
495 768 91.1658933
-740 1719 32.3741774
545 1803 30.4525328
2266 812 87.9323007
380 2410 27.1615056
-40 940 41.7967562
878 2026 35.1797086
946 -904 54.1203833
810 1884 90.6705237
14 -1267 79.3845951
1074 2071 87.5239959
2165 -117 14.5779973
1309 2170 27.7821266
1572 1304 50.0689893
-84 331 4.2495468
1046 -1012 58.3451542
-1484 -1423 38.2002144
624 -1142 73.6052490
514 1958 20.9685577
-964 1983 64.0111137
1185 -866 31.0807418
2007 323 64.6617623
831 2296 15.5365985
793 806 65.0944100
120 2149 97.0480826
-1016 170 21.0877640
1719 -621 43.8364331
2220 -991 24.3858831
-743 1067 74.3777252
205 -47 61.3200046
1087 -1264 11.8726335
2255 -1187 58.3159986
711 -52 5.0082989
-502 1228 81.8746451
897 908 56.0242592
1422 458 94.5856203
2020 241 47.2580198
-555 755 80.6203815
503 1580 86.8689220
2445 303 63.3571622
935 65 32.6721456
-378 1903 11.4895802
-955 1343 85.2124986
549 260 89.9254509
-2 1315 22.4531276
-876 -1357 74.8285080
854 1194 3.8135980
586 1300 57.1807980
-61 -177 64.2210966
1467 -750 34.2150127
1320 357 73.5551785
-1224 782 87.1704761
1338 70 97.1216321
1125 -523 87.5196629
787 1255 66.5753255
837 2200 17.4682686
549 192 70.9159223
-726 -218 6.9308397
297 2041 12.9290175
-1286 1631 4.4126591
2202 1871 42.0824919
931 1250 39.1130525
1539 -160 48.5524122
-262 -955 24.1331396
2418 -893 24.5979889
-163 663 41.8769142
-950 -863 27.6141996
-522 -40 47.1543426
1328 2007 3.8266014
2261 1889 75.8947916
-937 -778 91.6333929
1889 -598 55.7418116
1044 -911 94.1415119
-417 730 86.8003746
2044 846 76.9600086
1253 239 74.1126312
-934 1168 60.6836293
-458 1419 36.8942748
890 495 26.7750692
2103 1982 76.4976528
2083 2341 27.3373349
1495 1034 44.9573108
-292 69 23.5892177
327 -1330 81.0419724
554 2409 55.1426973
343 1240 36.6868166
-105 170 57.3529136
1729 1537 0.4838841
409 377 90.4046028
-334 746 97.6167187
2124 1293 51.4526005
1228 362 19.2267757
786 780 37.4989818
-1043 2342 84.3271087
1486 -700 84.5329753
-1403 734 77.9530303
2465 -1343 33.1994239
284 44 64.6883936
-1266 382 44.4861655
649 1104 93.0488724
1294 -1119 9.8468382
605 -618 17.5224432
-1063 -243 20.8485421
1641 -1142 53.3659621
-1467 1857 19.8675827
-1496 470 85.2706841
505 -564 89.1063429
-1225 1591 66.0357305
2365 2442 58.9074021
2210 450 46.6193825
1973 450 73.8254856
-1012 1632 46.2106403
292 116 66.8158960
-861 39 67.8189446
-1142 1657 49.1580293
147 1722 96.3602176
1193 -1046 98.5828827
2038 -630 9.6463003
-1390 2122 87.3667014
-85 1308 71.4718300
916 -346 88.1138384
606 1757 81.7740717
-516 -111 32.6948377
-1198 -363 56.5528320
1094 -826 48.3469728
-1042 86 5.7371031
-255 1948 49.1641559
1581 -492 64.3736315
609 176 36.0089725
856 327 43.9125051
-1492 140 56.7904768
1468 1465 38.0257754
1587 -470 13.0774829
-1355 1386 64.7267530
1837 527 20.2729588
1428 13 89.0109731
203 2152 62.8607177
2248 -969 36.5067392
1246 2491 23.2386933
1 1335 5.3246762
785 405 85.2890904
-86 -836 52.9524475
-125 236 6.7788471
-1209 -916 1.1860569
965 990 55.2599279
-161 -45 74.1222950
1553 980 40.1445933
1399 1104 54.8015737
-82 886 26.7808203
921 90 75.8372438
1647 77 26.0641372
-159 -1292 48.0284011
-977 1665 41.7497970
-1036 1632 49.9484210
-162 1480 76.4010838
-516 1353 90.3757868
-1406 1261 5.3654227
808 1335 66.1242413
1837 1626 20.8000803
-759 -368 46.3721363
-913 1224 55.8975995
1385 918 41.5663608
-1373 -265 26.4313117
-1269 -782 61.4552577
2330 1033 59.5163940
1554 1670 26.1320276
-1040 989 88.9493889
-1229 -281 61.4531586
-196 189 61.5401523
305 -826 51.5318061
564 2198 4.4317411
-790 2336 66.6082879
240 -1176 95.5214152
-40 -811 14.8793416
-1431 1219 60.0696984
-858 1306 2.4608233
-1097 2487 82.4777874
-1032 1319 44.5361593
2146 958 33.3258094
1838 506 12.9910224
-1257 295 65.5248851
-408 515 70.8924828
626 617 20.6585869
-822 1747 16.2188623
2288 2321 69.1240153
1889 69 99.3722668
803 2184 53.0981471
-251 832 65.1979309
1847 1168 43.7196044
401 1427 66.0562173
1551 -1338 72.1512679
844 1324 1.9442435
-863 -967 99.0820907
1242 140 40.9262618
1018 653 56.1896583
2328 1366 31.7485168
-856 1751 34.3296335
-706 -1272 65.6149210
439 1011 59.3317127
431 402 51.1449402
980 295 72.5063323
-1334 280 73.8801603
605 -185 10.6444335
-1080 679 74.4199476
-948 1013 7.5985046
753 1417 46.9246470
-1035 1792 4.2621577
-332 -1056 10.7233454
118 1433 38.5868459
2370 1866 96.6387589
1882 -65 47.5702804
345 -1394 3.1630376
1038 -437 44.1204582
75 1004 66.0450324
800 1467 67.3301399
-184 -1165 92.6440683
1867 231 63.8033743
-676 866 52.9016431
857 514 24.7217798
569 2481 87.6757607
-904 1303 10.1295574
-717 -121 70.2176907
-337 600 61.9603943
67 2070 94.8946905
-1461 -769 41.4985986
1256 -885 51.3637938
2169 1408 71.4723829
-660 2310 55.0150905
157 554 66.7503147
-1250 -1409 28.3144248
1506 1057 6.4539894
-332 -1083 58.4243928
140 1611 15.2262515
-951 -195 10.6076702
2292 2327 11.4582421
1817 -1112 45.9566827
891 -634 82.0449485
122 233 97.0095486
306 1253 95.6708170
-706 -1011 46.3057184
877 -12 22.0494105
1135 2476 63.7808951
1701 1535 45.1884496
88 499 76.2307948
275 -960 13.5538471
590 1386 99.2742717
303 1586 44.5651490
2187 2063 77.9384246
1064 59 62.3436448
-807 -334 39.6274558
391 926 25.7034348
311 -506 32.1207846
-978 1507 75.2808853
-1339 2007 84.1013102
231 -1207 93.2701866
-359 -1044 26.5249875
1319 -940 87.1264856
1569 -385 80.6030154
2244 793 49.6627843
252 1188 83.7287526
-420 -339 31.6518065
1617 1428 73.6436927
-1157 2122 97.3308174
1600 1483 46.9390035
-50 1872 34.4450023
1710 -466 65.0416149
177 558 92.1021680
1572 -95 84.7559921
2222 1183 45.2766915
940 1164 22.7029422
-257 1438 82.9252551
1310 -838 92.3880895
1193 129 58.9612438
87 -1356 33.1889064
1563 728 14.1893599
-146 1631 1.6922116
1513 42 84.7845938
2232 -1448 86.6951378
997 676 91.3460631
1628 1456 92.0853142
1272 1356 77.5070971
-116 836 91.2363984
-951 1139 65.6815552
555 786 94.8727332
2414 728 53.6580290
1871 693 14.4612421
275 -1451 80.9840978
1370 568 5.4721492
763 -603 18.6592366
1630 -837 58.0433606
1204 2419 81.4866646
-557 1835 41.6144741
-251 27 35.8568450
2176 1554 30.3929704
-1446 -95 90.0049929
221 962 31.6860303
-252 2160 25.8224002
-141 806 90.2923540
-842 799 98.0214817
1936 92 90.1264558
1021 241 0.7391032
2130 -1365 33.5310129
1761 2493 84.9031291
1079 681 78.4464106
1641 2337 69.1177762
1061 911 33.3771259
-1068 1843 12.1648331
1564 1921 14.0503158
-1275 -142 4.4547652
1060 1671 79.3361317
-723 -1043 29.7709748
-470 2383 24.2338868
-1190 -954 85.7311868
1428 1346 53.5358501
-1430 2127 39.3137397
1320 1139 1.2449919
-1170 632 89.6365993
795 413 41.0692166
1730 1390 41.2442602
1767 -1308 18.8987373
2212 2327 46.0305438
2208 1274 32.6731884
945 2163 0.9625358
333 -1436 32.9137208
1766 1739 9.1254037
480 2198 40.4755702
2113 -313 44.9321088
896 -1388 69.3849428
558 -538 28.1002210
-464 2423 99.8839528
-269 2362 55.9768837
-187 128 24.5701728
1267 1567 93.5922906
539 730 87.5683622
90 2050 49.9961403
839 2127 78.4749215
-1475 2206 26.0082171
721 1162 26.3699904
77 1395 67.6887014
1443 488 65.4203746
2144 394 15.4945089
2310 -41 67.3336880
1357 -1203 64.7157062
-1177 595 51.2322891
-601 1895 81.3509501
1229 -311 34.6022138
428 1771 7.5196464
819 -1493 17.6610205
1001 1328 69.2479906
-455 2203 6.9951216
1960 607 83.7026946
-652 115 47.1485375
514 -184 26.0352863
2328 2370 58.7164607
897 977 89.5512154
1470 2006 43.9139061
-1392 1148 55.6979155
-1070 -1004 28.8511903
140 1833 80.8396523
245 533 97.3454553
1052 411 82.6316203
864 2390 32.6576878
455 1358 58.6220823
2194 1888 67.1082001
1463 58 29.0816050
1356 -976 27.6299959
-893 -937 91.1109268
-647 794 19.2693622
-785 2312 94.6005240
-94 1595 42.4550300
273 2162 85.5484259
-1148 1467 60.9362609
2468 535 81.2788799
-359 -994 49.2824213
793 -600 38.8344130
-331 -469 48.7423930
105 -845 62.4698247
101 751 91.7120020
20 1333 8.4067429
1404 2081 6.2568764
-1324 -382 41.3063183
-498 1370 9.4898977
-49 161 74.9391489
143 909 20.0959323
-879 -719 41.2705795
2416 940 66.6698960
2422 2358 66.8257884
696 -303 1.2985474
2148 1419 63.1850223
173 854 1.8867484
1042 2215 44.8144974
-617 -81 31.5493818
1932 32 3.6222950
2352 1272 12.5630600
945 1431 41.2134673
-1347 -495 73.6010141
1450 673 3.8428249
-1467 1273 77.7555053
1412 1999 49.4449672
561 542 22.4174121
404 205 63.5094906
-854 2234 63.0178383
-1384 -693 27.8605681
773 1215 95.8997152
859 1412 66.0894384
2156 -1071 8.5677566
183 1619 99.5805001
-595 1495 69.0695708
1253 -426 63.0477307
-688 1083 49.6171134
-902 999 88.4066987
1831 1234 85.2419082
137 2202 5.7709186
-202 -111 64.4278587
1066 -1229 41.3508661
1675 -11 22.9144310
2188 1339 60.4955067
-1121 -273 43.5623915
-245 2031 28.1167183
935 831 79.0443508
2417 -1219 19.9235176
1258 -853 68.9055624
-42 -1273 95.4753031
645 1352 77.1100344
88 -950 21.1549243
256 -98 85.4725377
2491 -535 13.5890379
490 -1345 41.5553999
2422 1658 59.5697942
-64 1614 46.3856526
1195 1059 88.6067736
2226 -868 48.8202478
155 796 29.5525059
-483 1689 52.5716252
-37 1574 22.3409478
-290 1797 32.2166183
2279 -133 12.3480979
-684 184 41.1100696
-1347 251 66.5691564
811 -1415 32.8590805
-347 919 91.9122751
-457 -502 41.4890534
-690 -772 58.0816888
-1392 280 44.6794197
2334 917 49.9638732
-389 2016 67.7640569
-1217 1044 82.3566638
1399 1594 83.6365112
-47 -524 87.6594895
-595 563 11.4169570
317 -1278 11.7139562
1732 581 5.2109754
-853 -1396 63.6824113
888 417 23.7984340
1631 1708 61.6199340
151 -484 82.9752204
2068 -651 77.8621125
-294 -551 78.1463105
-113 -418 36.1585719
-61 812 64.3956661
1661 38 46.0762936
2402 -1009 22.1600541
-498 133 72.5960428
171 895 30.9700399
-561 378 2.9896540
-1059 316 7.8720441
748 1968 16.5905233
538 2317 29.6502616
1189 2 98.2676730
2267 589 34.4160864
-501 -298 19.9700206
-1466 -138 53.6685802
784 1313 51.8347116
1364 -694 93.8421115
1456 294 56.4112016
2045 -446 21.8157464
-9 2071 20.8173221
1571 345 24.0219971
-597 2339 5.6139999
1154 1934 17.8794214
1721 -1167 87.0717420
-1423 367 43.3051549
1422 280 32.6105952
2461 -259 50.8727101
-1352 1344 15.0114297
2184 -473 2.6433944
691 -197 61.0727826
-1367 1477 1.5742352
2000 -1023 70.4587906
873 977 35.7854489
1323 562 89.1173021
979 -179 12.6590844
1057 602 44.8666240
265 239 73.5425692
355 1459 13.5919833
1354 158 73.4405569
1654 -1145 48.6468929
1183 2173 57.3580806
413 2234 24.0722164
-41 1597 28.9445284
-610 -759 41.4011086
358 -94 30.9251277
1135 -523 88.3193305
513 2266 3.3569967
-243 -768 27.7119494
-495 209 23.5146802
-1230 -752 93.4219357
-1402 -1320 23.1254404
-909 2499 77.0229037
-547 2304 56.9481745
-1262 829 55.6998932
-1445 139 25.3872269
2007 1477 25.0579977
707 1749 64.1391850
708 1237 13.1004294
1485 -1303 26.6032090
-977 1684 59.0106674
2259 -1048 79.9161433
-1185 1207 18.4425129
2359 -205 17.5277877
1686 1985 6.1000304
2194 1589 38.3231958
1095 -1245 93.2483143
-1083 -533 36.9293584
-1104 475 12.4720740
1489 2190 13.5766248
-713 135 79.0020094
661 -775 27.6974346
-537 455 42.7447093
-550 341 76.8292313
2337 -1097 29.8458405
758 1906 15.9775475
1978 -464 80.1021325
-1346 1618 95.6099678
1681 -686 30.1584566
-130 -972 73.6451681
-860 -878 56.4987758
-1122 -1182 34.8941139
2034 2100 1.9084642
-205 1282 13.9601340
1728 186 12.3912240
1876 -643 5.6584805
-944 361 8.3197591
1261 1820 33.2038361
1807 -191 36.9691944
520 1580 66.5802378
1286 376 88.6978040
1611 2480 83.9237848
1180 -247 85.5743874
-1004 1183 25.8736846
141 934 65.8529926
1953 700 96.0009776
1986 1974 61.3057637
1384 1655 9.7488620
367 575 25.9173842
804 854 34.5186273
599 2304 17.8257166
1843 8 83.0986560
1431 -248 71.5997973
-315 1636 17.6035238
2368 -327 87.4360168
2443 -415 92.2661503
933 835 35.4322672
-499 2117 89.1298159
250 -1070 5.1876026
1695 1336 43.2659917
585 980 25.9966232
-960 1127 92.7195367
-1316 2235 35.6467409
-1215 2256 7.8653703
-632 -466 74.6738977
-296 -935 60.7625390
2412 1983 59.2704502
1708 2042 91.1724555
-1139 857 18.8121008
-834 -918 87.8185386
2375 1558 39.0767334
-1067 840 68.1534095
-1081 440 29.0158602
-389 1618 23.5332010
2314 1318 60.8156047
-865 737 81.3129007
229 -852 64.5536060
631 2239 71.9866742
-732 -1152 81.6319689
-1463 1131 92.2597177
570 1928 93.8246614
-809 -1304 86.1605903
2147 1881 29.1569024
274 -1391 96.5664540
1220 -992 12.2457561
-167 1142 95.0354593
-362 1596 33.5573145
852 830 54.4659055
-614 2353 22.5749432
-418 -166 11.2646023
-902 1367 86.3056659
263 2279 31.0424000
